Reviews,Ratings
"Discovered this resto via a special offer in the Irish Times and went there for the wife's birthday. We were on a fixed  4 course menu which included pre-dinner cocktails, champagne aperitif and a bottle of house wine! Despite all of this alcohol we were...More",4.0
"Dropped into Taste this week. It was our 37th wedding anniversary.. where did the time go.. first time here so a bit of an exploration. Sat at the bar watching the chef's prepare our food. Ordered a wide range of starters and mains, enjoyed the...More",5.0
"Excellent food and services. The staff is very friendly. The deserts are amazing! The restaurant is on the second and third floors, it is kind of confusing for the first time visitors.",5.0
"It's a beautiful reastarant with elegant interior. Probably the only ""Japanese restaurant"" we've ever been without a Japanese employee. But the food was amazingly tasty and beautiful. We sat at the bar and we could see how our food was processed and presented. The service...More",5.0
"Amazing food and excellent service. I took my brother here as a treat for his birthday. Starters were fantastic, we had sushi and broccoli tempura which was delicious . We then shared a steak served on a small grill and salmon we got to cook...More",5.0
"Having experienced the downstairs Bonsai Bar, with its Japanese inspired cocktails, we were impressed enough to book to try their upstairs restaurant.
The friendly staff are quick to seat us, and run us through the menu options, and after a long deliberation we chose some...More",4.0
Wow what can I say the food here has got to be the best around it is nothing short of amazing if you are in Dublin you have to come here,5.0
"My son and I found this gem looking up 5 star restaurants in Dublin because all the Michelin Star restaurants were booked. We were so happy they were because we found Taste at Rustic. Amazing food, beautiful plating, discerning attention to detail, worked with our...More",5.0
Was an extraordinary experience! Can recommend it to everyone who loves food that has very high quality. It is worth the prices!,5.0
"The restaurant is quite noisy and packed. For a second we thought we might not enjoy it. But all have changed when the food arrived. It arrived fast, faster then I’d expect it in such a crowded place. And it was amazing! Everything on a...More",5.0
"Tuna Akami Nigiri
Asian Pear Avocado Salad
Broccoli Tempura
Wagyu Hibachi Grill
Mango & Passion Fruit Mochi

The tuna akami was extremely fresh and well prepared. If not for the other items grabbing my interest, I could have ordered 10 pcs of this and been...More",5.0
I visited Taste at Rustic during a business trip to Dublin this past week.  My colleague and I were walking around the city and wanted to find a place that offered something different as we were not in the mood for a heavy meal.  We...More,5.0
Everything We ate and drank was delicious. The Staff was Very attentive. Super helpful also with the fact that one in our party was gluten intolerant.,5.0
Overall really good quality food. Love the twist on the different sushi they have. Also love the sharing concept. The style of the restaurant is also very nice.,4.0
We've never had such amazing fresh fish. The taste was very delicate mixing a whole set of different favours. Cocktails were also very imaginative and tasty. Very welcoming service. An experience we'll remember.,5.0
"We were surprised by the underwhelming surroundings ... fairly cramped ... 3 sets of stairs and also have to pass through a bar to get to restaurant. Starters were amazing .,, incredible taste and quality of fish , although extremely expensive . Main courses were...More",3.0
"Group of 4 went for dinner last month. We were so impressed. The food was so amazing, the waiter was super friendly and it was all very reasonably priced. Very enjoyable meal and we will be back",5.0
"This has to be one of or it is the best place I have eaten the food was out of this world amazing fantastic delicious the service by the staff was 100% and over, we had the tasting menu as we could not decide on...More",5.0
Have to say everything even down to the staff are wonderful food is amazing and specially Louise and highly recommend Bansai their new restaurant in taste will be back again 👌,5.0
"Our dinner at Taste by Rustic was just special. The food was unique and delicious, I couldn't get enough. The wine was amazing too, and the staff really friendly and attentive.
It wasn't cheap, but well worth it.
I can't wait to go back!",5.0
"We had a fabulous meal in TASTE recently, and it certainly lived up to its name.  Amazing flavours that were balanced perfectly.  You left feeling satisfied not overly stuffed.  Will definitely return.",5.0
"Our dining experience at Taste was a mixed bag - the food was excellent, but the service and pacing of dishes was uneven making it one of those evenings where you were constantly searching for your wait staff. First the food, we decided to forego...More",3.0
"Food was incredible, we loved every single dish we got from the broccoli tempura to the lamb. The staff was very friendly and sitting at the chefs countered we were able to see what a well oiled machine the chefs were.",5.0
"A warm, inviting restaurant offering top of the line food. Chef’s sushi tasting menu and the best tempura ever. The only «problem» is a very quick and effective service, so the meal is finished within one hour-We would have liked to be in This environment...More",5.0
"I had previously been at rustic stone, and to be quite honest I don’t really rate it nor it’s service. However, Taste is really something else. From the moment we came in to the minute we left service was impeccable including all the suggestions given...More",5.0
"We read about this restaurant and knew it would be a little unusual to have Japanese by Irish chef in Dublin. The wait staff were efficient but aloof. However, the food was good. Some of the best I had during my trip to Dublin but...More",4.0
"Taste has been one of my favourite Dublin restaurants for the past two years. I've probably been there 10-12 times, but it's suddenly changed for the worse. I ate there two weeks ago and found the menu had changed entirely.  It seems as though they...More",1.0
"Absolutely hands down to the best restaurant in town. Authentic, consistent, friendly and very personal and memorable.

Great food, ambiance, atmosphere and most importantly friendly and helpful staff. I believe it was Marco and Florian looked after us when we were there last week and...More",5.0
We had a group dinner here last weekend. Service was very friendly albeit inefficient.  The waiter suggested some popular starters and then to follow with the mains. The starters when they finally arrived an hour later were amazing. Great attention to detail and presented beautifully....More,3.0
"Thoroughly appalling. Horrendously overpriced for substandard meal. My steak was tough and rubbery, while the mash potato consisted of a spoonful of starch. The staff were rude, ignorant and inattentive. Please don’t go here - there are so many better options in Dublin!",1.0
We came here for our Anniversay having not visited for about ten years. This institution of a restaurant is back on the very top of its game. Balanced menu- particularly recommend the lobster linguini and fillet steak with jus both were superb. Incredible service. Can’t...wait to come back- it’s better than its ever been. Bravo.More,5.0
"Ah so good the Unicorn is back. The streets around it are still quiet so it's easy to forget this Dublin foodie landmark. Don't, you're missing out. Eat in or outside on the terrace. It's perfectly easy to be distant and enjoy the great Unicorn...Italian tastes. The Steak Tartar is particularly excellent as is the lamb pasta (sorry don't know the Italian name) and the lobster pasta.More",4.0
"Came to get something to eat at the Unicorn, ended up drinking in the cocktail bar ""number.5"" having the best service ever. Lorenzo made us feel comfortable, he was friendly, patient and professional with us. Definitely a great add to the team. Will go back...for sure!More",5.0
Absolutely horrific horrible food terrible service dead inside no atmosphere OVER PRICED honestly don’t go,1.0
"Enjoyed a really lovely evening on our first visit to this long established and highly regarded restaurant. The welcome was warm and friendly throughout and the food was excellent. Plenty to choose from on the menu and all was first class. Poached pear and pecan...salad, followed by a terrific fillet steak. Seared scallops followed by steak tartare was equally good. All dishes very well presented and all were delicious. Highly recommended.More",5.0
From the moment we walked in we felt warm and comfortable. Staff were attentive and friendly. We ordered the scampi linguine and the beef ragu and they were both absolutely delicious. The house wines were of a high quality. The desserts were out of this...world - I didn’t want my lemon tart to end! I wouldn’t hesitate in recommending the Dublin gem. Cannot wait to return. As a native Dubliner I can confidently say this is one of Dublin’s best restaurants all round.More,5.0
"Simple interiors, lovely staff, excellent food. 
The shrimp linguini was exceptionally fresh, and the tiramisu is delightfully tender. 
Pricey, yes, but the food was worth it!",5.0
"Generally, the food was enjoyable and overall, we had an enjoyable evening in The Unicorn. A few aspects let the overall experience down, however. Our waitress was disinterested and borderline rude. The food was generally nice but overpriced for the quality. As it was a...warm evening, they had opened the window and we were right next to it. However, hundreds of tiny flies were coming in through the window and trying to land in our food, with more than one drowning in my wine glass. As I was in a group setting and it was a celebration (and I wasn't paying the bill), I didn't want to complain. Overall, it was 'fine'. There are definitely better restaurants in the area offering better service and better value for money.More",3.0
"We visited the Unicorn at around 17:30 pm. I thought there might be an early bird menu, but I think it wasn't available in December. We were given the a la carte menu so we paid more than we'd intended but had a very nice...meal. 
 We shared the Unicorn Antipasto Misto di Terra, which was very generous and had fabulous cold meats and cheeses. 
My husband had the Rigatoni Ragu and I had the Risotto ai Frutti Di Mare. Both were excellent. We finished off with a shared Tiramisu.  It was a very nice meal in a lovely location. Service was excellent, attentive without being pushy. 
We've eaten at the Unicorn before and I would definetely live to visit again when I'm Dublin.More",5.0
"We had a nice meal at the Unicorn.  They serve Italian food in down town Dublin.  The food is well prepared and my wife had chicken Polo and I had Rigatoni Ragu with Sausage.  Both dinners were good but the Burrata Salad was prepared differently...with pickled veggies but very good. 
Only issues was that our waitress mistakenly gave us Prosecco  and admitted it was by mistake but included it on our bill.  There may have been a miscommunication but it was her mistake and she presented as if it was to our advantage but it still appeared on the bill.

Other than that error I would return to this restaurant.More",4.0
"We haven’t been to The Unicorn in years bit it was lovely to return and find that while it has had a change of management, some of the old staff are still there and the food is still very good.

We visited for lunch and...so the menu is more limited than in the evening but we had a really lovely meal. Quiet (Saturday) but everything was fresh and well served.

I had the Antipasto to start, which was good and generous, followed by the Saltimboca which was tasty though a little overcooked (and so drier than I would have liked). The MemSahib had the Insalata Pomodoro (“lovely”) followed by the Trofie pasta which she also adored.

Good wine list - some decent prices and some less so but a little navigating came up with a very nice Chianti Trambusti.

I would love to give them a “five” but would probably need to come back for dinner and try the full menu to do that! And we plan to, the next time we visit Dublin.More",4.0
"We popped in here in the afternoon for a main course. 
I had the Penne Carbonara (€14) and my friend had the Penne Ragu (€18). 
Service was attentive and friendly. 
Both dishes were tasty but the Penne Pasta in both cases was quite tough. Not...how it should be! 
There were couples at only two other tables. 
Large still water (€5.40)More",3.0
"Took a recommendation and we were not disappointed.  Menu is fairly small but the portions are good!  We had the sharing platter to start and it was so tasty (and massive!!).  My husband is desperate to know how the linguine was cooked as it’s the...best he ever tasted.  

If you’re using Maps to find it, don’t pay attention to the instructions!!  Look for the lane beside Bang and you’ll be fine.More",5.0
"When my host said that he had booked the Unicorn i was a tad surprised as i had not been for a very long time. 

The restaurant has been under new management for quite some time. 

The good news is that the restaurant s interior...has changed very little with the table arrangements being exactly as they used to be.

The other good news is that the food was excellent and actually better than i recall it used to be.

The Unicorn was never really about the food rather the place itself the atmosphere and just the location i guess.

Unfortunately on the atmosphere front it rather fell down as there were only 3 tables occupied on a Friday lunchtime. 

The service was excellent and friendly with a warm and familiar face serving

All the Unicorn needs now are people and perhaps a different type of clientele that used to frequent it in the crazy days.

It can be great again and in a different and more sober way perhaps!More",4.0
We were in Dublin on Saturday evening two weeks ago and wanted dinner but had not made a booking.  After traipsing around several restaurants in the Stephen's Green and Dawson St areas we were finally given a table and a warm welcome in the Unicorn....More,5.0
"Our hotel recommended The Unicorn because it was good and close.  Sure glad we went.  It's pasta and veal was just what we needed after so many weeks of fish.  It's quiet, with an experienced wait staff.  Put this on your list when you want...More",5.0
"Have been going here for many, many years for treat dinners. Last night was a special occasion and it was easy to get himself to agree to going back. As always, good was excellent. I had scollops to start and it was both generous and...More",5.0
"When you’ve been in business for 80 years, you are doing something right!

Fantastic dinner, and great service.  We had the homemade ravioli, the chicken breast, and the fresh pasta,- yum.  We knew our travels around Ireland would be more of a domestic style, we...More",5.0
"Terrific spot in Dublin. Party of 9 dined on a Saturday night. Terrific atmosphere, with attentive staff. Really enjoyable experience and beautiful food.",5.0
"Rexently visited, excellent food, excellent service ans great ambience. Great location if you want a drink before or after in one of the pubs I the area. Lorenzo was a standout, keen on wine and attention to detail. A great advertisement for Italia.",5.0
"Off a busy street near the Shelbourne hotel, good Italian food with nice wine and friendly waiters. We walked in without a reservation. Good ambiance with variety of seating, we liked the place for it’s location and curb appeal. My pasta wasn’t what I expected-...More",4.0
"We just visited The Unicorn with our 9 year old for an impromptu dinner, and our daughter was made to feel like a princess and so welcome by everyone, but especially Lorenzo. And the food was delicious for our entire party. We look forward again...More",5.0
"We booked a reunion for 4 guys and the Unicorn provided a nice setting and location. We were not disappointed with the food or the service, which included going next door to get some pints of Guinness. Food was delicious , and promptly delivered, although...More",4.0
"I recently attended The Unicorn for a Business Dinner.
It really is a hidden gem.
The food was absolutely delicious. I had the Parmesan Risotto.
The lady that served us was incredibly nice and attentive and funny as well! Can't recall her name but she...More",4.0
"This restaurant is hidden in an alley next to st Stephan’s green, and we found it because it was very close to our hotel. The place is elegant but not fancy, and the food is authentic Italian and  Efy well made. Service was friendly and...More",5.0
"As I was strolling the streets of Dublin, tucked away I found this lil gem. They had a 'chili crab linguine' special and the wonderful wait person selected a delightful Italian Chardonnay .... thank you for a very very yummy lunch!",5.0
Great food... I can recommend this restaurant if you are Italian cuisine lover.. great atmosphere... professional staff..,5.0
A delicious dinner with friends.  I had the filet cooked to perfection.  The sides were also well done.  The staff was wonderful.  Lorenzo and Gerardo were warm and friendly and we even asked for the chef (Junior) to come out so we could applaud his...More,5.0
Wow....junior the chef is amazing. One of the best meals in a long time. Lorenzo and Gerardo were great. This is a must do dinner in Dublin,5.0
"Stumbled on this place and was very happy. Excellent service, simple tasty menu, and a nice steak. Gladly recommend.",5.0
The Unicorn is fictional but this lovely restaurant by the same name is alive and well! Thriving in fact. Always had lovely food and great service. It also provides great value especially its pre theatre menu. In the heart of the city. I haven’t been...More,5.0
"Found this place on TripAdvisor. Tucked into a narrow alley way just off St Stephen's Green this is a bit of a hidden gem.

The food is excellent. To start we had prawns and a chefs special bruschetta. Steak and stuffed chicken for mains and...More",5.0
"I love the Unicorn. Comfortable, discerning, welcoming . Excellent food , beautifully served. No fuss... just perfection. When I arrive in Dublin it’s where I want to be .",5.0
"Group of ten, service was excellent. I had the prawn starter and the food was so full of flavor and fresh, others had scallops which looked fab! I then had de boned Dover sole and have to say it was one of the nicest things...More",5.0
"Had dinner at the Unicorn on the recommendation of a local & it was so good we returned a week later.  The menu included specials each night that we're delicious (i.e., Fresh caught Plaice fish).  Service is friendly & the wine list is very nice!...More",5.0
"Graziano and his team looked after a group of 61 like royalty on Thursday night. The food was excellent, carefully prepared, beautifully cooked and presented and it tasted delicious. There was a great atmosphere, the room was lovely and the staff were accommodating, courteous and...More",5.0
"Great night last night.  Gini looked after us who was very professional, great humoured.  Food was fantastic",5.0
We had dinner. They food was excellent the service was great and the management friendly and accommodating.,5.0
"This restaurant is close to St. Stephen's Green and you can get quality, hearty Italian dishes in a low-key setting.  I didn't want any sausage in my pasta and they were very willing to accommodate.",4.0
"Restaurant was full when I tried to have dinner the first evening of my trip, so popped in the following day & booked just in case.  Did my usual & went for starter & pud, burrata dish was just delicious with roasted golden beetroot, basil...More",5.0
"I've eaten at the Unicorn on several occasions (most recently last night) and it never lets you down. Great food, drinks and friendly attentive service. I visit regular enough with some business colleagues and we are always impressed. 
My only issue last night was I...More",4.0
"After being in Ireland for a week my group wanted Italian.  We came as “walk ins” and were warmly greeted by Italian staff.  My group loved the saddle of lamb, lamb ragu and veal chop.  It was easy to see why the restaurant quickly filled...More",5.0
"The staff here are great - both the waiters and the kitchen people. I recommend that you stay with their Italian dishes, especially the pasta ones as they never disappoint.There's a very good value Early Bird menu but the a la carte is also well...More",5.0
Stumbled across this amazing restaurant. Wow . It is a hidden gem . Wonderful friendly staff and the food was out of this world . Highly recommend,5.0
Luckily got a table on a rugby weekend. Staff were great however one of our group has an allergy to truffle oil and their dish came out with truffle oil on it that wasn't mentioned on the menu. Waitress checked with chef and took meal...More,3.0
Staff were very friendly and made you feel at home.  Food was better than I expected.  The chicken dish was excellent and worth the trip alone.  A little hard to find as the entrance is in an alley and my GPS couldn't locate the restaurant...More,4.0
We were a large party last Friday evening on a business dinner  The restaurant was quiet as you would expect in January  We know the restaurant well and have had many many work events there over the years as our business was located close by...More,3.0
Yummy food and great service. We were a group of 4 and we had a leisurely late lunch. It was great not to feel rushed in the pre-Christmas push,5.0
"First visit to this restaurant. 
Often a busy night like this is not up to par. This was absolutely not the case for us. 
Table of 8 and everyone really enjoyed themselves. Food and service top notch. 
No complaints at all.",4.0
Spent NYE here and could not recommend enough. Top class food and amazing service. All staff are fantastic and this is a great place to go for a special night out.,5.0
"Met our friends for festive dinner and opted for a rustic Italian fare and were not disappointed,  tasty starters, mix of pastas, fish and meat mains  and La Dolce desserts fab. Just off Stephens Green near the Shekbourne so nicely situated",4.0
We have eaten here on several occasions. Like a lot of Dublin restaurants it is expensive. When we were here a couple of months ago with a group of friends we were a bit disappointed with the food which we thought not as good as...More,4.0
"I booked this restaurant based on a referral from the conference organizer of which my company was a sponsor. And the great TripAdvisor reviews! I needed to book a PDR for a corporate event dinner of which we had several clients attending.  Graziano Careddu, the...More",5.0
"Enjoyed a great lunch last Friday in this Restaurant.   The food was excellent, flavours were simple yet enhanced dish after dish.  Staff were well versed in the wine list and welcomed each person helping them discover the variety of foods on offer. While not cheap,...More",5.0
Really good food at an affordable price in a part of the city where a lot (an increasing number...) of restaurants are edging prices upwards while in many cases offering quite mediocre fare. Service  and food here are excellent for quite some time past. It...More,5.0
"We were six friends out for a dinner in the City, we found the Unicorn to be a very nice place to go. Excellent service, with everyone of us enjoying a variety starters and mains - all reliably good.",5.0
"I went here with 3 friends on a day out in Dublin.  The food was excellent, the wine delicious and very reasonably priced and the service very attentive.  Overall a super lunch.",5.0
Some of the best Italian food I have enjoyed.  Very good atmosphere and excellent service.  Also convenient to the area of St Stephens green,5.0
"Met some friends for dinner in town and we booked the Unicorn - for some of the group a return to their regular spot. For myself a return after a long time. 

From arrival to departure this was a fun evening - greeted well and...More",5.0
"We had a lovely lunch at the Unicorn on our recent trip to Ireland. It was our best meal there, by far. We were traveling with our two year old grandson, and the waitstaff (two lovely women) were absolutely doting on him. He was a...More",5.0
We held a charity lunch in the Unicorn two weeks ago on a saturday and the restaurant was booked solely for the event.  The staff especially the Manager Graziano was extremely helpful with all the planning and expertise prior to the event and on the...More,5.0
"We were lucky to get a table at this busy restaurant.

The pasta was up there with the best I have ever tasted and the service and atmosphere were fantastic.

What more could you want from an Italian restaurant?!",5.0
"Not knowing Dublin its tricky finding a restaurant at the last minute, walk in and simply feel at home. This is a real Italian twinned with high level culinary service. Its certainly not a pizza/pasta parlour. The cuisine was superb, but most notable the VIP...More",5.0
Was here for a business dinner with colleagues. The food was excellent and the service was efficient and pleasant. A very enjoyable meal,5.0
"Second visit to The Unicorn, a well established Italian restaurant hidden in an Dublin alley. First time was an al fresco lunch which was delightful. This recent visit for dinner and it’s worth the visit. The Sicilian style prepared swordfish did not disappoint.",5.0
Spent 12 days touring Ireland with friends. We wanted our last night to be special. It certainly was thanks to the folks at Unicorn.  It is a fine Italian restaurant near St. Stephens Green. Service was terrific thanks to Laura and Jenny. Chief Junior's food...More,5.0
Such a huge disappointment after a great experience previously.  Service evaporated after the restaurant got slammed with a large party 30 minutes after we arrived.  Entrees came late and were lukewarm.  The veal chop and the steak were so tough as to be inedible— two...More,2.0
"Visited The Unicorn on Culture Night. A big disappointment. Such bad and indifferent service. Unnecessary and unexplained delays in presenting dishes,then our dishes arrive with an additional  obviously inappropriate course! But despite some pleasant - but not really exciting - dishes, it really is too...More",2.0
"We had a delicious, authentic Italian meal in the middle of the museum and government building area near St. Stephen's Green in Dublin.
I stumbled upon it accidentally, following signs down an alley toward a piano bar.
When we went in, we were pleasantly surprised...More",5.0
"I visited The Unicorn for a dinner with colleagues. We were all very interested in the menu and we all left very satisfied of the experience. As an Italian, I am very particular with the way food is cooked and I have to say that...More",5.0
This is a very good Northern Italian restaurant.  Each item we tried was cooked to perfection along with an excellent wine list.  Highly recommended!,5.0
"Went here in December 2016 and December 2017 for our Christmas party. Established in the late 1930's and still going strong, this restaurant serves some of the nicest food that has ever passed my lips. Their tagliatelle is absolutely gorgeous! I would happily bring an...More",5.0
"Last night in Dublin and went on the recommendation of the hotel.  Glad we did.  The food is great.  It’s down an alley but there is a sign directing you.   I had the pumpkin  tortellini in a simple butter sauce—excellent, as with The bruschetta.  He...More",5.0
Absolutely loved our entire experience. Our waitress was super kind and funny. The bartender even helped take care of us while we were there. The restaurant  is beautifully decorated and has a great atmosphere. There is outdoor dining as well. Food was delicious and drinks...More,5.0
"A friend in work had told me about this restaurant and I was heading it's was a fab evening so I took his recommendation. 

I choose to sit outside as the sun was shining and it was glorious. It was like being in Italy if...More",4.0
"Had lovely meal here 
Scampi starter 
Lobster pasta and rack
Of lamb finished off with delicious lemon tart 
Service was efficient and friendly 
Excellent value will return for sure",5.0
Fantastic food. Excellent service. Very interesting menu especially the pasta dishes look fantastic. The tiramisu is superlative.,5.0
"I loved it! Gorgeous restaurant in a small lane in city centre. Could be anywhere in the world and it does not matter where, this is just a lovely space! The service was fabulous. Welcomed and greeted with bellissimo Italian charm! Seated in seconds at...More",5.0
"The service was not that great. No idea’s about wine. The steak was good but we asked medium rare and it came well done. So if you like that order rare. The quality of the meet was good. The lemon tart was nice, but the...More",3.0
"My wife and I had been enjoying all of Dublin with great delight when we happened upon this restaurant.  The staff were outstanding, particularly Gianni the Manager.  He personally served us and made us feel like well respected regulars.  The food was outstanding; beautifully prepared,...More",5.0
"In an alley off Merrion Row is a delightful little Italian trattoria, which will provide you with a pleasant lunch.",4.0
"My wife and I re-visited The Unicorn tonight after a three year hiatus while spending two nights in Dublin from New York. Not only is the staff exceptionally nice and professional, the food and ambiance are phenomenal. Bravo and thank you for allowing us to...More",5.0
"This was my third visit to this busy Italian restaurant not far from St Stephens green. The food is delicious and very nicely presented. The staff are friendly, efficient and service was  very good. It is expensive. Our bill for four people ( only two...More",5.0
Another visit to this spectacular restaurant and yet again spectacular service. There were 16 adults and two children and everyone was more than pleased with the food and service. Nothing is too much trouble in this wonderful restaurant. Graziano and his staff were professional and...More,5.0
Found this restaurant on the recommendation of our hotel concierge and had a great dinner including prompt and attentive service. We started with great drinks and appetizers (bread plate and a burata salad)  and then three of us went for the pear and walnut risotto...More,5.0
"I was surprised by the 12.5% service charge applied to groups of 5 people or more.
I completely disagree as I do not understand the logic behind this charge and I have never seen this before in any other restaurant in any other country.
If...More",3.0
"My husband recommended we go to the Unicorn when we both went to Dublin.  He had been the previous month with work colleagues and liked it, so we reserved dinner before we even left Canada.  

Upon entering I was impressed.  Nice decor and good atmosphere....More",2.0
"We went here to celebrate a family members birthday. There was 8 of us there and everyone was very happy with their food, the atmosphere and the staff.

It’s very hard to please that many people 😂

Staff were so friendly and attentive without over...More",5.0
This was my second visit to the unicorn for dinner.  I really enjoyed my first experience but this trip was very disappointing.    The food was very bland and the service lacking.  We were not offered parmesan  cheese for pasta and sat for long times waiting...More,2.0
"Very cute little pub we visited mainly just to say we’ve been. Appreciated that the prices aren’t too outrageous given they claim to be the oldest pub in Ireland, a quick google search shows they aren’t but it’s still very old! Liked the Christmas decorations...and that they play matches outside. Keeps everyone happy as inside it would ruin the experience.More",4.0
"Great night in the oldest pub in Ireland, steeped in history. Delicious food and brilliant entertainment, lots of craic and they sang Caledonia for us visiting from Scotland. Friendly staff .",5.0
"What a great place—- so glad we stopped in  right after checking into our hotel.  We wanted a authentic pub with good food and a great Guinness and we got it!  Place is deceiving as there are multiple bars and rooms for dining and drinking...including a decent outdoor area as well.

We circled back for a second visit and took in live music too.  Guinness was still on point the second time too!More",5.0
"This is probably a must visit as it’s pretty close to the centre. We stopped on our way back from the Guinness storehouse (1pm on a Wednesday in down season Nov). Inside was still packed with mostly American tourists…just like everywhere in Dublin central you...get used to this quickly when visiting. But it being so busy this time of year is still a little of a surprise. Wouldn’t want to even try in peak season! Staff weren’t the friendliest. We just ordered a drink at the bar and went into the courtyard to sit. No real issues. It’s a transient bar which will always be very busy with tourists, so providing friendly service or a hello doesn’t really matter to the staff. All over very average so don’t build your hopes up that it’s something amazing. But worth a stop due to its claims of being so old.More",3.0
"Great time with great beer. Had friendly staff and the place was amazing. Highly recommend people try their Ale, you will not be disappointed.",5.0
"Enjoyed the ambience... (very medieval feeling)... food was very good and the beer was cold!! Service was excellent,,,,",5.0
A fascinating old (est 1198) pub recommended to us by a local cab driver as the best place for Irish stew and Guinness. And right he was! Beautiful food served quickly with a decent stock of beers. And the warming thought that you’re part of...a family of visitors eating and drinking in the same spot leading back over 700 years.More,4.0
"The setting is lovely and the food is quite good. 
Unfortunately,  the Brazen Head has become much of a touristic attraction. Most of the staff was unpleasant and gave you the impression you were taking too much of their time. The place was packed, but...with especially tourists, it lacked the warm Irish touch you find in other pubs. 
I would recommend to maybe have a drink to see the place, it is quite beautiful. But I wouldn't stay for dinner, there are a lot of other pubs way lovelier.More",2.0
Was allright.  Live music in one room.  Friendly staff.  Perhaps we had too high expectations.  Big portions.   Wings were good.  Salad was ok,3.0
"We went there for dinner on our way back from a Guinness tour, and came again the next day for lunch because we enjoyed the food, service and feel.",5.0
"Great Irish music! Friendly and fun! The sing alongs were great. I have had the ""Irish Rover"" song stuck in my brain for a couple weeks now.. always with a smile",5.0
"Just absolutely WOW… the food was just so good, so good that  we ate here two days on the trot. 
Staff are friendly and the atmosphere is awesome.
Would highly recommend a visit here & give the stew a go as you won’t be disappointed....We’ll certainly be back here next time we’re in DublinMore",5.0
"The Brazen Head is a really quaint Irish pub with a lovely atmosphere and friendly staff. It’s worth stopping by, even if just for a quick drink. They had alcohol-free Guinness too, so I was very happy!",5.0
"Really great pub but not an enjoyable meal due to being constantly harassed to hurry so someone else could have our table.!
It was a shame because everything else is great, and our waitress was excellent",2.0
"In our walk around the Temple Bar area, we found The Brazen Head. It was a great atmosphere of one of the oldest pubs in Ireland.",5.0
Very disappointed by this trip. Overall it has good reviews and great character but perhaps we would only stop for a pint. The restaurant was not a good experience. The soup special was quite nice but clearly cooked in a very large batch - diluted...More,2.0
"We were excited to,visit because of the oldest bar designation. Service was mediocre and the food was  okay. Neat old building but I think it could be better.",3.0
"The place is WOWWWWW! such charm great food, great servers. I had the fish and chips so so good. I would go back",5.0
This place has so much character and is extremely well supported. During our three-night stay in Dublin we came here twice. Once we came in at lunchtime and found the place absolutely heaving with no spare tables to sit and have a meal. After about...More,4.0
If you're in the vicinity of this pub you should go. The beef stew was wonderful!! We just happened to be looking for a place to eat and a local noticed we were searching. He recommended it and we were just a block away. Once...More,5.0
"Had to come to see the ""oldest pub in Dublin"" and was glad we did.  15min walk from Temple Bar district and this place was packed on a September Sunday night. Maybe because they have live music in the afternoons.  That room was so packed...More",5.0
Cozy restaurant with a nice decoration. I ate beef stew and it was delicious. A bit hot in the restaurant's room.,5.0
"We went here just to say we had been to the oldest pub in Dublin, but were very surprised at how good the food was.  My Bacon and Cabbage dinner was amazing.  I don't know how to describe the sauce on the ""bacon"" (ham) but...More",5.0
"Pros: you can say you visited the oldest pub in Ireland, there's lots to look at here, atmosphere is nice, not too far away from everything, decent selection of drinks

Cons: extremely busy, overwhelmed staff, unfriendly staff, difficult to find tables, fish-and-chips was flavorless and...More",3.0
We loved this pub! We wanted to eat here because it is the oldest pub in Dublin. We were not disappointed! I have Celiac Disease and the gf items were clearly marked. I had the salad with smoked salmon and a gf Peroni beer. My...More,5.0
"Stopped in for a pint or two and possibly early dinner (3-4 PM) mid-week. Staff was all over, but we couldn't get anyone to stop at the table. I went to the bar, figuring that might be the process at this pub, but 2 senior...More",2.0
"The oldest pub in Dublin and to our surprise the food and service was great. We actually went back twice for the atmosphere, food, and music.  The pints were also enjoyed.",5.0
Average over priced pub food. You pay for the tourist experience of being at the oldest pub. It would be better to just grab a beer and find better food elsewhere.,3.0
"For the oldest pub in Dublin,  it was great atmosphere and busy place.  Food was really good!  The only negative was they seemed to push you through a little bit but we still thoroughly enjoyed it.",4.0
We recently visited Brazen Head on a Sunday night. It was too late to be seated in the  dining area so we went to bar (18/9/22). The young gentlemen that waited on us was superb. He went way over and beyond to see that we...More,5.0
"Great ambience! Love this pub. Indoor/outdoor seating for a nice Fall day. Nice selection of beers. Food was OK. Service maybe a bit less, in fairness it was quite busy, but our server was less than attentive for sure.",4.0
"As we arrived late, we didn't manage to try the food they serve, but the drinks and atmosphere were wonderful! with live music and even some spontaneous Irish dancing (:",5.0
"Busy, tourist spot but amazing table service, decent food at decent prices, great beer, great atmosphere, serveral inside snd out seating options. Didn’t look as old as I thought. Worth a visit if your in Dublin City. No music on this visit",5.0
"This place was hopping!!  Saturday night at 20:00, and all the tables were full. Just a quick few minutes, and a table came available. The service was quick. Fish-n-chips -- a huge piece of fish, and very tastey!! Recommend visiting this place for a pint...More",4.0
"Simply a remarkable experience.  Atmosphere, beer selection, food and service.  Jadwiga an amazing staff member - great recommendations and truly entertaining!!!   The entire family had a good time",5.0
"One of the oldest pubs so they say … the servers are great, the food excellent, but it is the people watching that captivates.  It was so interesting to watch customers lining up for a table, patiently scanning those already seated and zooming in to...More",5.0
"So much fun…great drinks, food & music. A must see when in Dublin. Very busy place. We loved the atmosphere & beers. Friendly pub.",5.0
